COMID,HUC8,WA,Elev,BMMI,IWI,Slope
484578.B,11090203,2301.5511,314.1539875,,0.3943274,0.00063118
486798.A,5100202,11.9259,290.5577534,,0.220126945,0.00493877
486802.A,5100202,11.6262,282.9025515,0.502,0.254316901,0.01003318
486804.A,5100202,24.3666,295.6066924,,0.372371544,0.00660818
486990.A,5100202,13.7052,332.6161426,,0.188678988,0.03707317
487186.A,5100202,6.5907,397.2091615,,0.273013821,0.01076401
487214.A,5100202,15.8751,411.0204002,,0.257202089,0.01948226
487248.A,5100202,18.3528,396.668087,0.388333333,0.217102526,0.02392255
487284.A,5100202,28.1187,398.5327795,0.583666667,0.173476688,0.00454586
487310.A,5100202,869.3199,484.2945053,,0.145572201,0.00001
487314.A,5100202,13.9374,415.4307962,,0.30763864,0.00869627
487338.A,5100202,28.9692,395.4819837,,0.266733767,0.00336002
487628.A,5100202,488.7729,530.1520219,,0.327936136,0.00001
487794.A,5100202,223.7076,557.6006734,0.339666667,0.751889609,0.0026901
487990.A,5100202,1044.0513,465.268362,0.317333333,0.3319083,0.00001
488018.A,5100202,957.5712,473.42619,0.297666667,0.21585113,0.00001
488120.A,5100202,8.6193,634.5840169,0.418,0.287496729,0.00930653
488158.A,5100202,19.5462,620.4749015,,0.243135359,0.02048411
488300.A,5100202,12.8448,595.2378552,,0.186253773,0.01954479
492724.A,11050003,74243.9988,882.4274146,0.475,0.2842703,0.00013704
493624.A,11050003,107.2809,287.8120981,0.359666667,0.3812053,0.00078036
494120.A,11050003,140.6043,276.6925798,,0.3633672,0.00141583
494292.A,11050003,76984.2027,861.2044033,,0.2603332,0.00001
494426.A,11050003,76207.2093,867.2456963,0.442,0.3716511,0.00192025
494838.A,11050003,9.5238,278.8329484,0.169333333,0.2213419,0.00329831
495196.A,11050003,74393.3592,881.2692402,,0.2584128,0.00001
495208.A,11050003,74829.5208,877.858348,,0.3683537,0.00001933
495208.B,11050003,74829.5208,877.858348,,0.3683537,0.00001933
495208.C,11050003,74829.5208,877.858348,,0.3683537,0.00001933
495228.A,11050003,74434.5639,880.9522213,,0.2987736,0.0003646
495228.B,11050003,74434.5639,880.9522213,,0.2987736,0.0003646
496568.A,11050003,75147.8049,875.3565455,,0.3484269,0.00017452
503678.A,5100203,16.119,300.3970357,,0.172866917,0.00819801
503694.A,5100203,1884.6396,365.0426868,,0.303401995,0.00001
503746.A,5100203,36.6687,307.1095641,0.432666667,0.199198371,0.00434659
503780.A,5100203,25.9596,310.3252503,,0.176454128,0.00989462
503890.A,5100203,10.2681,352.7011903,0.095666667,0.164245846,0.00416666
503924.A,5100203,10.0881,326.0197163,,0.29744867,0.00581626
503956.A,5100203,26.595,321.744955,0.265,0.182235236,0.00459669
503966.A,5100203,5.868,328.1948558,0.368666667,0.170929709,0.01072058
503996.A,5100203,28.7829,371.8668644,,0.181658828,0.0069877
504004.A,5100203,85.5306,367.4130947,0.160666667,0.154109774,0.0030563
504018.A,5100203,15.3189,378.8494554,,0.236143662,0.00964081
504030.A,5100203,42.6429,373.2978894,0.426666667,0.256799147,0.00620085
504072.A,5100203,4.6944,390.4568692,,0.226624251,0.02917045
504076.A,5100203,170.0604,328.0129027,,0.318249656,0.00170544
504136.A,5100203,28.2204,383.819389,,0.264139001,0.00329014
504268.A,5100203,34.2864,341.729737,0.215333333,0.161827109,0.00247211
504280.A,5100203,5.8491,412.4336098,0.500333333,0.189773837,0.01186274
504294.A,5100203,26.4411,332.595458,,0.178886061,0.00623395
504366.A,5100203,48.7368,386.0976001,,0.32808186,0.00866498
504432.A,5100203,17.1846,338.8551383,,0.295855769,0.00433839
504448.A,5100203,16.2324,408.4237608,,0.212632754,0.00583272
504592.A,5100203,14.6052,390.687044,0.148666667,0.179176241,0.00900889
504614.A,5100203,2.9925,407.7772782,,0.269773379,0.04076703
504642.A,5100203,24.0876,397.2667243,0.458333333,0.280105007,0.00107642
504734.A,5100203,19.206,399.2385103,,0.193479388,0.00737646
504798.A,5100203,2.5902,391.6198819,0.358333333,0.22268222,0.04236111
504802.A,5100203,13.9545,402.1147765,,0.169025201,0.00581713
504874.A,5100203,5.7861,379.1776762,0.245333333,0.180090814,0.01221264
504928.A,5100203,22.2012,395.8900312,,0.159051373,0.00561978
504932.A,5100203,15.0993,425.2437653,,0.191715468,0.01771836
504932.B,5100203,15.0993,425.2437653,,0.191715468,0.01771836
504932.C,5100203,15.0993,425.2437653,,0.191715468,0.01771836
505008.A,5100203,12.0735,365.4321797,,0.168549471,0.00727399
505020.A,5100203,12.5091,406.2592812,,0.183111189,0.01002032
505020.B,5100203,12.5091,406.2592812,,0.183111189,0.01002032
505034.A,5100203,4.8303,426.5202739,,0.179232492,0.01841799
505052.A,5100203,21.1212,429.2813661,0.254,0.218387108,0.01069507
505072.A,5100203,7.7373,372.05794,,0.165599446,0.00892537
505154.A,5100203,26.064,440.2056595,0.139333333,0.151317091,0.0096046
505156.A,5100203,14.7942,433.6957927,,0.173504204,0.0174957
505186.A,5100203,22.1859,447.0612519,,0.183653378,0.00768087
505254.A,5100203,9.6156,436.3142082,,0.189213479,0.01808265
505254.B,5100203,9.6156,436.3142082,,0.189213479,0.01808265
505282.A,5100203,100.4022,509.2848429,0.307333333,0.377605755,0.00426535
505340.A,5100203,11.3175,471.0626298,0.606666667,0.164716478,0.02237038
505340.B,5100203,11.3175,471.0626298,0.606666667,0.164716478,0.02237038
505480.A,5100203,15.003,426.1190318,,0.172844094,0.01768511
505480.B,5100203,15.003,426.1190318,,0.172844094,0.01768511
505484.A,5100203,6.8076,440.9072739,,0.171771088,0.02581647
505492.A,5100203,7.7175,442.1735464,0.289333333,0.27760724,0.01730904
505500.A,5100203,21.6882,469.0814445,0.165333333,0.169878607,0.00983392
505634.A,5100203,9.9918,503.8995478,0.275666667,0.188478527,0.01911223
505766.A,5100203,22.7286,525.7830288,,0.190141257,0.00001
511501.A,11090204,10.8783,299.1165839,,0.4993087,0.00833688
512987.A,11090204,120088.4418,1070.281348,,0.2254058,0.00001
512987.B,11090204,120088.4418,1070.281348,,0.2254058,0.00001
512987.C,11090204,120088.4418,1070.281348,,0.2254058,0.00001
516301.A,11090204,254.781,229.7198962,,0.4282407,0.00034523
516495.A,11090204,112.4055,280.1886814,,0.6393345,0.00082378
532475.A,11100303,256.6926,321.9673057,0.334666667,0.5852625,0.00247494
532525.A,11100303,62.5824,312.2632478,,0.5477324,0.00204433
532609.A,11100303,1277.7507,321.8631707,,0.5182956,0.00047972
532617.A,11100303,1261.1835,322.3560519,0.563333333,0.6466319,0.00148036
532669.A,11100303,160.2585,305.774947,0.482333333,0.539442,0.00018556
532747.A,11100303,619.9713,335.0666859,0.299333333,0.3443273,0.00075648
532747.B,11100303,619.9713,335.0666859,0.299333333,0.3443273,0.00075648
532825.A,11100303,274.374,345.8012188,,0.7079566,0.00116074
532853.A,11100303,261.1719,346.9959935,,0.3663053,0.00281316
532875.A,11100303,90.909,312.8621622,,0.5730572,0.00001
534175.A,11100303,5696.3979,273.0658433,,0.6933329,0.00057919
535609.A,11100303,175.9491,284.3842461,0.597666667,0.7243787,0.00081632
535655.A,11100303,185.4054,283.2047349,0.355,0.3544438,0.00147801
536077.A,11100303,510.2991,267.2257944,,0.7666096,0.00001
536159.A,11100303,38.232,259.6085657,0.350666667,0.5385154,0.00001
536163.A,11100303,63.4032,277.5882371,,0.3360384,0.00136522
536247.A,11100303,25.6527,256.2100035,,0.5837615,0.00220264
536275.A,11100303,63.6948,235.3008351,0.628666667,0.7297838,0.00174261
536493.A,11100303,35.0361,257.5189435,,0.419125,0.00202589
536835.A,11100303,5195.7,277.6920687,0.348666667,0.5659382,0.00089561
537423.A,11100303,108.7038,264.9895997,0.612,0.7628359,0.00284916
537745.A,11100303,163.8477,247.1698433,,0.6010011,0.00001
537853.A,11100303,5492.5704,275.2563118,,0.7443701,0.00003694
537969.A,11100303,43.056,283.3928848,,0.7635671,0.00198532
538173.A,11100303,35.1702,261.2641862,0.323,0.4168676,0.00243545
538279.A,11100303,53.5437,267.2506535,,0.4552427,0.00342571
538517.A,11100303,237.7638,299.6465375,0.395333333,0.5691894,0.00001
538685.A,11100303,25.9407,292.6135222,,0.5257234,0.00242206
540989.A,11100303,38.5758,255.4540133,0.415666667,0.594317,0.00151175
557015.A,11120303,49.5,579.4073007,,0.1825863,0.00516853
557545.A,11120303,506.9367,566.1047007,,0.4405409,0.00209831
559903.A,11120303,1422.8172,532.5097792,,0.2025745,0.00062136
560037.A,11120303,161.811,473.8124642,0.395666667,0.3304367,0.00157196
560037.B,11120303,161.811,473.8124642,0.395666667,0.3304367,0.00157196
560477.A,11120303,11154.51,687.5094187,,0.7116013,0.00076382
560577.A,11120303,11195.811,686.489227,,0.5517578,0.00126296
560591.A,11120303,618.444,452.9839836,0.384666667,0.2248684,0.00001
560591.B,11120303,618.444,452.9839836,0.384666667,0.2248684,0.00001
560595.A,11120303,11193.624,686.5448721,0.38,0.2858357,0.00065277
560641.A,11120303,211.7538,427.2141557,,0.2808788,0.00143363
560845.A,11120303,731.7909,445.9446568,0.408666667,0.2504082,0.00054403
560897.A,11120303,27.0117,415.8117009,0.430666667,0.3183491,0.00260333
560945.A,11120303,308.6757,419.4930762,,0.6249641,0.0004845
561081.A,11120303,12353.2173,662.875954,0.509666667,0.3902235,0.00033753
561081.B,11120303,12353.2173,662.875954,0.509666667,0.3902235,0.00033753
561081.C,11120303,12353.2173,662.875954,0.509666667,0.3902235,0.00033753
561603.A,11120303,52.9605,418.7453084,,0.283682,0.0020645
562321.A,11120303,8.5329,542.437976,,0.1949219,0.02111755
562321.B,11120303,8.5329,542.437976,,0.1949219,0.02111755
562391.A,11120303,559.6101,457.1333375,,0.2050119,0.00020357
572454.A,11130203,8.7795,581.4761353,,0.8818336,0.00929543
572462.A,11130203,12.2535,567.603502,0.558666667,0.4776723,0.01303942
572482.A,11130203,3.0789,511.872926,,0.7612906,0.02595824
572520.A,11130203,48.9744,546.422788,,0.3404395,0.01349662
572540.A,11130203,10.1781,498.3475736,,0.2708035,0.0057654
572622.A,11130203,99.6525,515.2003061,,0.336727,0.00344186
572624.A,11130203,57.2337,478.7715934,,0.8678362,0.00390647
572650.A,11130203,109.1394,505.3430162,,0.3055058,0.00440374
572678.A,11130203,26.7003,431.9460768,,0.1938794,0.00555746
572722.A,11130203,60.0282,444.2887019,,0.9248102,0.00266571
573032.A,11130203,9.1404,559.6678781,0.517,0.4004881,0.01115141
573032.B,11130203,9.1404,559.6678781,0.517,0.4004881,0.01115141
573034.A,11130203,6.6267,587.1172538,,0.2368478,0.02716452
573036.A,11130203,2.7207,577.8670658,,0.3628163,0.02079656
573038.A,11130203,18.837,537.4643249,,0.3410681,0.01137527
573038.B,11130203,18.837,537.4643249,,0.3410681,0.01137527
573038.C,11130203,18.837,537.4643249,,0.3410681,0.01137527
573038.D,11130203,18.837,537.4643249,,0.3410681,0.01137527
573042.A,11130203,13.8825,586.5428759,,0.3133449,0.01673325
576026.A,11130203,2859.669,365.7803481,0.346333333,0.342922,0.00073557
587296.A,11140105,12.5613,450.3709572,,0.1736768,0.01138931
587556.A,11140105,178.7283,427.3779104,,0.288984,0.00333998
587618.A,11140105,23.7897,509.759131,,0.2625112,0.01075413
587630.A,11140105,156.5946,440.045339,,0.191192,0.00001
587634.A,11140105,99.5283,466.3851482,,0.1731167,0.0091127
587650.A,11140105,99.6237,466.2038771,,0.3860442,0.00001
588014.A,11140105,422.3061,364.9034768,,0.2416561,0.00331717
588152.A,11140105,160.299,439.0401781,,0.3180141,0.00005154
588170.A,11140105,104.0895,463.3825094,,0.2515294,0.00001
589252.A,11140105,45.9126,363.1504158,,0.1869512,0.00359965
589252.B,11140105,45.9126,363.1504158,,0.1869512,0.00359965
589938.A,11140105,33.8166,266.663759,,0.2112853,0.00531331
590048.A,11140105,929.2095,313.3087366,,0.3268731,0.00001
590556.A,11140105,91.2519,268.5804432,,0.1919304,0.00165226
591044.A,11140105,821.1591,321.5550155,,0.3596489,0.00191591
591202.A,11140105,26.4627,259.7718716,,0.1655204,0.00056179
591202.B,11140105,26.4627,259.7718716,,0.1655204,0.00056179
591234.A,11140105,1051.0524,306.0888395,,0.2947651,0.00001
591268.A,11140105,1810.9197,292.486569,,0.5337556,0.00198847
591268.B,11140105,1810.9197,292.486569,,0.5337556,0.00198847
591280.A,11140105,1888.4079,292.6235688,,0.2599515,0.00081447
591308.A,11140105,1971.6741,292.1188313,0.483666667,0.2156081,0.00017657
591486.A,11140105,140.6727,287.2900478,,0.2836351,0.00001
592004.A,11140105,2066.1759,290.5103753,0.524666667,0.2097733,0.00001
592066.A,11140105,127.7829,276.2988825,,0.2116748,0.00343971
592108.A,11140105,213.8427,271.6977454,0.308666667,0.2695552,0.00138955
592220.A,11140105,18.0063,211.462867,,0.2621006,0.00656587
592260.A,11140105,264.4659,199.042082,,0.1731069,0.00074056
592312.A,11140105,450.5247,236.4545534,,0.1832427,0.00086449
592328.A,11140105,2921.7987,276.2037173,,0.2204806,0.00001036
592392.A,11140105,33.6006,177.2538276,,0.1739719,0.0020423
592436.A,11140105,23.3289,167.3049794,,0.1731177,0.00314351
592472.A,11140105,23.733,165.413846,0.309666667,0.245908,0.0023414
592500.A,11140105,36.6129,172.3753634,,0.2750647,0.00190937
592702.A,11140105,14.2866,152.8452923,,0.1832621,0.00549533
592714.A,11140105,457.1928,235.3054282,,0.2250897,0.00001
592734.A,11140105,2935.1574,275.6287836,,0.1922949,0.00050854
592734.B,11140105,2935.1574,275.6287836,,0.1922949,0.00050854
592734.C,11140105,2935.1574,275.6287836,,0.1922949,0.00050854
592734.D,11140105,2935.1574,275.6287836,,0.1922949,0.00050854
592734.E,11140105,2935.1574,275.6287836,,0.1922949,0.00050854
592734.F,11140105,2935.1574,275.6287836,,0.1922949,0.00050854
593734.A,11140106,4721.6061,239.1984107,,0.1824291,0.00001
614302.A,11140107,3.9267,516.0475911,,0.305758,0.02031779
614522.A,11140107,68.2731,415.1693795,,0.5170543,0.01104859
614536.A,11140107,72.2241,413.1762113,,0.2006322,0.00395721
616022.A,11140107,257.7618,413.769297,,0.8909221,0.00142546
616300.A,11140107,17.8488,407.4024546,,0.3466399,0.01390069
616308.A,11140107,31.4244,391.7086201,,0.2064331,0.00944313
616342.A,11140107,11.0232,289.4362663,,0.1985981,0.01334095
616350.A,11140107,120.0492,346.8431178,,0.549986,0.00435397
616356.A,11140107,57.4758,372.7794396,,0.6456542,0.00631567
616362.A,11140107,9.7389,272.7922687,,0.8451053,0.01191081
616366.A,11140107,54.1422,320.105996,0.250666667,0.1721125,0.00546319
616378.A,11140107,21.9645,264.9248367,,0.1818688,0.00768339
616384.A,11140107,248.1615,317.0692144,,0.2195228,0.00198965
616404.A,11140107,50.8059,267.743968,,0.3113192,0.0047735
616410.A,11140107,4.7979,215.1493266,,0.2950476,0.00772304
616414.A,11140107,6.7689,284.8387675,,0.2533441,0.01193679
616424.A,11140107,14.7249,283.7953297,,0.2017915,0.00826237
616438.A,11140107,27.1458,271.9286831,,0.6630319,0.008762
616468.A,11140107,6.4944,195.1244207,,0.3062274,0.01324977
616490.A,11140107,20.3985,203.5462528,,0.2512256,0.00384215
616550.A,11140107,71.991,207.9788247,,0.2669194,0.00305193
616550.B,11140107,71.991,207.9788247,,0.2669194,0.00305193
616552.A,11140107,36.4284,170.715739,,0.2394797,0.00517664
616566.A,11140107,5.6088,138.8217715,,0.1486062,0.00504929
616576.A,11140107,35.2089,167.4403149,,0.3837597,0.00392567
616596.A,11140107,111.5154,186.9519687,0.189666667,0.1685389,0.00231753
616696.A,11140107,27.6471,287.1521387,,0.1951838,0.00448537
616698.A,11140107,26.5131,203.4686327,,0.6586118,0.00590649
616716.A,11140107,573.5385,298.4323708,,0.1716118,0.00168769
616730.A,11140107,780.8967,283.5069515,,0.3470389,0.000854
616744.A,11140107,831.5352,277.2657953,,0.2053291,0.00138131
616754.A,11140107,858.2607,273.2562969,,0.1878712,0.00066666
616754.B,11140107,858.2607,273.2562969,,0.1878712,0.00066666
616754.C,11140107,858.2607,273.2562969,,0.1878712,0.00066666
616754.D,11140107,858.2607,273.2562969,,0.1878712,0.00066666
616754.E,11140107,858.2607,273.2562969,,0.1878712,0.00066666
616800.A,11140107,2883.9591,263.4924665,0.327666667,0.2503876,0.0002473
616806.A,11140107,486.2691,307.0378367,,0.1804112,0.00196758
616838.A,11140107,762.5061,286.0021214,,0.2841943,0.00140814
617064.A,11140107,351.3393,395.8961829,,0.4036183,0.002836
617072.A,11140107,115.7382,386.4517562,0.351333333,0.241497,0.00426654
617072.B,11140107,115.7382,386.4517562,0.351333333,0.241497,0.00426654
617108.A,11140107,29.2149,283.1043036,,0.3166513,0.00398242
617118.A,11140107,415.818,380.0536211,0.192,0.2102775,0.00029456
617276.A,11140107,835.4466,347.9853306,,0.6652646,0.00088272
617288.A,11140107,998.8938,332.5814519,0.183666667,0.1695781,0.00247787
617302.A,11140107,53.2413,264.7497809,,0.3396955,0.00560752
617350.A,11140107,61.5798,264.4583685,,0.2172779,0.00363067
617366.A,11140107,33.2154,266.4861174,,0.2104169,0.0031019
617426.A,11140107,16.3548,192.1923998,,0.2362642,0.00839655
617456.A,11140107,36.9054,212.6248303,,0.2191535,0.00283694
617484.A,11140107,84.6603,192.9417659,0.208,0.2358168,0.00349599
617512.A,11140107,16.4556,136.5911589,0.335333333,0.3122528,0.00227428
617606.A,11140107,26.2287,241.3509519,,0.3836518,0.00784004
617698.A,11140107,1633.4019,285.3131056,,0.2320865,0.02394366
617712.A,11140107,61.551,157.1008213,,0.7183884,0.00016946
618382.A,11140107,65.3184,173.3015263,,0.2018237,0.00067005
618464.A,11140107,119.0061,182.6447124,,0.2088427,0.00119439
618474.A,11140107,3.9852,117.5089544,,0.2344548,0.00474548
618562.A,11140107,33.6465,126.6978264,,0.4052487,0.00143385
618562.B,11140107,33.6465,126.6978264,,0.4052487,0.00143385
618592.A,11140107,2966.0814,259.5242338,,0.3081319,0.00001
618594.A,11140107,3513.5613,241.629308,,0.4112258,0.00001
618600.A,11140107,5798.5704,264.597888,,0.3134462,0.00001
618614.A,11140107,20.3535,118.6820911,,0.3024481,0.00121526
618628.A,11140107,127.1871,178.1287843,,0.503402,0.000806
618652.A,11140107,2.1492,102.0547069,,0.4037583,0.00507614
618676.A,11140107,2989.7289,258.4443727,,0.3823495,0.00001766
618690.A,11140107,3358.8918,247.1800057,,0.2256091,0.00018818
618696.A,11140107,3551.2875,240.2881229,,0.2114605,0.00006134
618736.A,11140107,124.2387,123.9357147,,0.1937163,0.0001495
618780.A,11140107,40.2102,118.7461941,,0.2220657,0.00156906
618952.A,11140107,3185.9199,252.2697625,,0.3172162,0.00011816
618952.B,11140107,3185.9199,252.2697625,,0.3172162,0.00011816
618952.C,11140107,3185.9199,252.2697625,,0.3172162,0.00011816
618952.D,11140107,3185.9199,252.2697625,,0.3172162,0.00011816
625844.A,13090002,447954.0381,1252.926875,,0.749953804,0.00001
626188.A,13090002,448841.3841,1250.476261,,0.861415086,0.00001
628465.A,11140108,57.3345,522.978273,,0.2691047,0.01189683
628473.A,11140108,4.0464,465.4074088,,0.2589218,0.03126228
628915.A,11140108,39.2004,374.6605393,,0.1979979,0.00575257
629195.A,11140108,29.3544,411.9203023,,0.2482431,0.00761877
629419.A,11140108,127.8549,464.0613874,,0.3308643,0.00484685
629419.B,11140108,127.8549,464.0613874,,0.3308643,0.00484685
629789.A,11140108,514.9539,365.8633707,,0.1586114,0.00180327
629791.A,11140108,63.4734,427.5710897,,0.1861631,0.0069712
629855.A,11140108,71.7327,400.7399001,,0.2510659,0.00501072
629865.A,11140108,39.2697,312.856579,,0.3367463,0.00568551
629919.A,11140108,8.6886,225.5695349,,0.2638394,0.02245703
629943.A,11140108,3.0735,155.8742548,,0.1562051,0.01928742
629953.A,11140108,42.0327,196.3559632,0.117333333,0.1427395,0.00930657
629957.A,11140108,18.2898,158.5800266,,0.1656223,0.00596959
